timestamp,condition,camPos,camPos-X,camPos-Y,camPos-Z,camDir,camDir-X,camDir-Y,camDir-Z,task,user
636056570001155225,SpatialInputCamera,CameraPosition,730.913,-0.4598807,-603.8514,CameraDirection,0.1085804,-0.99308,0.04474818,NT,user-03
636056570001311336,SpatialInputCamera,CameraPosition,730.9874,-0.3856381,-603.3715,CameraDirection,0.1086877,-0.9931315,0.04332326,NT,user-03
636056570001311336,SpatialInputCamera,CameraPosition,731.0146,-0.4786337,-603.9565,CameraDirection,0.1086932,-0.9930472,0.04519621,NT,user-03
636056570001467456,SpatialInputCamera,CameraPosition,731.0146,-0.4786337,-603.9565,CameraDirection,0.1086932,-0.9930472,0.04519621,NT,user-03
636056570001779893,SpatialInputCamera,CameraPosition,731.0493,-0.544796,-603.2931,CameraDirection,0.109203,-0.9930211,0.04454204,NT,user-03
636056570001935968,SpatialInputCamera,CameraPosition,730.8529,-0.4104618,-603.3417,CameraDirection,0.1085,-0.9931441,0.0435035,NT,user-03
636056570002092055,SpatialInputCamera,CameraPosition,730.9912,-0.1630511,-603.952,CameraDirection,0.1080434,-0.9931308,0.04492335,NT,user-03
636056570002248187,SpatialInputCamera,CameraPosition,730.9912,-0.1630511,-603.952,CameraDirection,0.1080434,-0.9931308,0.04492335,NT,user-03
636056570002404331,SpatialInputCamera,CameraPosition,730.6972,1.847422,-604.9429,CameraDirection,0.09519032,-0.9940385,0.05316119,NT,user-03
636056570002560472,SpatialInputCamera,CameraPosition,730.6511,3.833869,-605.5051,CameraDirection,0.08528671,-0.9946837,0.05770971,NT,user-03
636056570002716793,SpatialInputCamera,CameraPosition,730.6511,3.833869,-605.5051,CameraDirection,0.08528671,-0.9946837,0.05770971,NT,user-03
636056570002872757,SpatialInputCamera,CameraPosition,730.1892,4.778585,-606.8387,CameraDirection,0.08035196,-0.9944379,0.06809644,NT,user-03
636056570003029082,SpatialInputCamera,CameraPosition,729.4673,6.087178,-607.6467,CameraDirection,0.07581516,-0.9939606,0.0793366,NT,user-03
636056570003185226,SpatialInputCamera,CameraPosition,729.4673,6.087178,-607.6467,CameraDirection,0.07581516,-0.9939606,0.0793366,NT,user-03
636056570003341215,SpatialInputCamera,CameraPosition,728.5745,5.729045,-609.5787,CameraDirection,0.08501922,-0.9920615,0.09265871,NT,user-03
636056570003497515,SpatialInputCamera,CameraPosition,728.5745,5.729045,-609.5787,CameraDirection,0.08501922,-0.9920615,0.09265871,NT,user-03
636056570003653471,SpatialInputCamera,CameraPosition,728.1348,6.564884,-611.23,CameraDirection,0.08225075,-0.9912488,0.1032498,NT,user-03
636056570003809615,SpatialInputCamera,CameraPosition,727.688,7.1773,-612.1687,CameraDirection,0.07942454,-0.9914318,0.1037035,NT,user-03
636056570003965957,SpatialInputCamera,CameraPosition,727.688,7.1773,-612.1687,CameraDirection,0.07942454,-0.9914318,0.1037035,NT,user-03
636056570004278270,SpatialInputCamera,CameraPosition,727.5073,7.468657,-613.4018,CameraDirection,0.07419337,-0.9919896,0.1022362,NT,user-03
636056570004434271,SpatialInputCamera,CameraPosition,727.6284,7.783153,-613.9446,CameraDirection,0.0695232,-0.9927047,0.09851106,NT,user-03
636056570004590498,SpatialInputCamera,CameraPosition,727.6284,7.783153,-613.9446,CameraDirection,0.0695232,-0.9927047,0.09851106,NT,user-03
636056570004746691,SpatialInputCamera,CameraPosition,727.5933,7.853261,-615.8639,CameraDirection,0.06326655,-0.9940509,0.0886578,NT,user-03
636056570004902836,SpatialInputCamera,CameraPosition,728.2162,9.594025,-617.187,CameraDirection,0.04790764,-0.9957349,0.07884741,NT,user-03
636056570005058783,SpatialInputCamera,CameraPosition,728.2162,9.594025,-617.187,CameraDirection,0.04790764,-0.9957349,0.07884741,NT,user-03
636056570005214932,SpatialInputCamera,CameraPosition,728.4445,8.947755,-617.9097,CameraDirection,0.05193603,-0.9955679,0.07840444,NT,user-03
636056570005371273,SpatialInputCamera,CameraPosition,728.3741,10.99128,-619.1904,CameraDirection,0.04143096,-0.9965569,0.07181986,NT,user-03
636056570005527414,SpatialInputCamera,CameraPosition,728.1989,12.73745,-619.3956,CameraDirection,0.03521247,-0.9970231,0.06859309,NT,user-03
636056570005683394,SpatialInputCamera,CameraPosition,728.1989,12.73745,-619.3956,CameraDirection,0.03521247,-0.9970231,0.06859309,NT,user-03
636056570005839539,SpatialInputCamera,CameraPosition,727.7341,15.8025,-620.3853,CameraDirection,0.03585814,-0.9971709,0.06606293,NT,user-03
636056570005995687,SpatialInputCamera,CameraPosition,727.7341,15.8025,-620.3853,CameraDirection,0.03585814,-0.9971709,0.06606293,NT,user-03
636056570006152000,SpatialInputCamera,CameraPosition,727.9207,21.78091,-620.8547,CameraDirection,0.03512677,-0.9976181,0.05936579,NT,user-03
636056570006308153,SpatialInputCamera,CameraPosition,727.843,25.07944,-621.1437,CameraDirection,0.03694531,-0.9976239,0.05815388,NT,user-03
636056570006464100,SpatialInputCamera,CameraPosition,727.843,25.07944,-621.1437,CameraDirection,0.03694531,-0.9976239,0.05815388,NT,user-03
636056570006776623,SpatialInputCamera,CameraPosition,727.4095,29.83336,-621.2568,CameraDirection,0.05116471,-0.9967937,0.0615195,NT,user-03
636056570006932714,SpatialInputCamera,CameraPosition,727.006,34.77069,-620.6177,CameraDirection,0.05286925,-0.9968719,0.05874778,NT,user-03
636056570007088785,SpatialInputCamera,CameraPosition,727.006,34.77069,-620.6177,CameraDirection,0.05286925,-0.9968719,0.05874778,NT,user-03
636056570007245024,SpatialInputCamera,CameraPosition,725.7747,45.97424,-619.0839,CameraDirection,0.05572098,-0.9976299,0.04036974,NT,user-03
636056570007400975,SpatialInputCamera,CameraPosition,723.8671,59.26588,-615.6238,CameraDirection,0.05976953,-0.9979781,0.02161896,NT,user-03
636056570007557317,SpatialInputCamera,CameraPosition,722.9089,66.70385,-613.3691,CameraDirection,0.06052722,-0.9980772,0.01337121,NT,user-03
636056570007713301,SpatialInputCamera,CameraPosition,722.9089,66.70385,-613.3691,CameraDirection,0.06052722,-0.9980772,0.01337121,NT,user-03
636056570007869602,SpatialInputCamera,CameraPosition,720.7131,78.5218,-608.983,CameraDirection,0.06971361,-0.9975567,0.004533035,NT,user-03
636056570008025750,SpatialInputCamera,CameraPosition,719.3416,87.00774,-605.8773,CameraDirection,0.07820765,-0.9969106,0.007256833,NT,user-03
636056570008181739,SpatialInputCamera,CameraPosition,719.3416,87.00774,-605.8773,CameraDirection,0.07820765,-0.9969106,0.007256833,NT,user-03
636056570008337887,SpatialInputCamera,CameraPosition,715.0983,106.777,-599.1023,CameraDirection,0.08632692,-0.995971,0.02427819,NT,user-03
636056570008494196,SpatialInputCamera,CameraPosition,715.0983,106.777,-599.1023,CameraDirection,0.08632692,-0.995971,0.02427819,NT,user-03
636056570008650336,SpatialInputCamera,CameraPosition,711.3707,126.5768,-592.5327,CameraDirection,0.1015804,-0.9930634,0.05921358,NT,user-03
636056570008806481,SpatialInputCamera,CameraPosition,709.3052,137.3899,-589.7066,CameraDirection,0.1042327,-0.9912761,0.08066636,NT,user-03
636056570008962465,SpatialInputCamera,CameraPosition,709.3052,137.3899,-589.7066,CameraDirection,0.1042327,-0.9912761,0.08066636,NT,user-03
636056570009274918,SpatialInputCamera,CameraPosition,706.7784,152.3309,-584.6255,CameraDirection,0.1173244,-0.985761,0.1204582,NT,user-03
636056570009430977,SpatialInputCamera,CameraPosition,704.823,163.2469,-582.2192,CameraDirection,0.1190226,-0.9821391,0.145727,NT,user-03
636056570009587080,SpatialInputCamera,CameraPosition,700.3127,185.5608,-576.6081,CameraDirection,0.1188637,-0.9742969,0.1913561,NT,user-03
636056570009743200,SpatialInputCamera,CameraPosition,700.3127,185.5608,-576.6081,CameraDirection,0.1188637,-0.9742969,0.1913561,NT,user-03
636056570009899349,SpatialInputCamera,CameraPosition,696.9962,207.7855,-570.9913,CameraDirection,0.1166691,-0.9667986,0.227352,NT,user-03
636056570010055456,SpatialInputCamera,CameraPosition,694.64,219.2142,-568.3007,CameraDirection,0.112551,-0.964242,0.2399375,NT,user-03
636056570010211625,SpatialInputCamera,CameraPosition,694.64,219.2142,-568.3007,CameraDirection,0.112551,-0.964242,0.2399375,NT,user-03
636056570010367950,SpatialInputCamera,CameraPosition,691.5519,235.6018,-563.8167,CameraDirection,0.10597,-0.9615895,0.2532118,NT,user-03
636056570010523914,SpatialInputCamera,CameraPosition,689.7791,247.014,-561.6823,CameraDirection,0.09883016,-0.9613037,0.257154,NT,user-03
636056570010680067,SpatialInputCamera,CameraPosition,689.7791,247.014,-561.6823,CameraDirection,0.09883016,-0.9613037,0.257154,NT,user-03
636056570010836187,SpatialInputCamera,CameraPosition,686.1812,268.0155,-556.8019,CameraDirection,0.09032959,-0.9598582,0.2655433,NT,user-03
