timestamp,condition,camPos,camPos-X,camPos-Y,camPos-Z,camDir,camDir-X,camDir-Y,camDir-Z,task,user
636057326209602108,SpatialInputCamera,CameraPosition,562.153,342.7994,-886.4666,CameraDirection,0.2882531,-0.932641,0.2170052,NT,user-07
636057326209782285,SpatialInputCamera,CameraPosition,562.2565,342.9467,-886.1509,CameraDirection,0.2885931,-0.9324535,0.2173588,NT,user-07
636057326209932343,SpatialInputCamera,CameraPosition,562.2565,342.9467,-886.1509,CameraDirection,0.2885931,-0.9324535,0.2173588,NT,user-07
636057326210052452,SpatialInputCamera,CameraPosition,562.3216,342.9987,-885.7632,CameraDirection,0.2886051,-0.9322385,0.2182631,NT,user-07
636057326210212551,SpatialInputCamera,CameraPosition,562.3216,342.9987,-885.7632,CameraDirection,0.2886051,-0.9322385,0.2182631,NT,user-07
636057326210392671,SpatialInputCamera,CameraPosition,562.4462,342.7078,-885.2546,CameraDirection,0.2894543,-0.9316565,0.2196184,NT,user-07
636057326210552749,SpatialInputCamera,CameraPosition,562.486,342.6791,-885.058,CameraDirection,0.2888564,-0.9317427,0.2200413,NT,user-07
636057326210722888,SpatialInputCamera,CameraPosition,562.486,342.6791,-885.058,CameraDirection,0.2888564,-0.9317427,0.2200413,NT,user-07
636057326210882991,SpatialInputCamera,CameraPosition,562.4614,342.5549,-884.6412,CameraDirection,0.2884092,-0.9313802,0.2221514,NT,user-07
636057326211063217,SpatialInputCamera,CameraPosition,562.5068,342.6021,-884.3553,CameraDirection,0.2875505,-0.9314178,0.2231051,NT,user-07
636057326211213197,SpatialInputCamera,CameraPosition,562.5068,342.6021,-884.3553,CameraDirection,0.2875505,-0.9314178,0.2231051,NT,user-07
636057326211393304,SpatialInputCamera,CameraPosition,562.2577,342.857,-883.9654,CameraDirection,0.2851912,-0.9318007,0.2245301,NT,user-07
636057326211553382,SpatialInputCamera,CameraPosition,562.2577,342.857,-883.9654,CameraDirection,0.2851912,-0.9318007,0.2245301,NT,user-07
636057326211713517,SpatialInputCamera,CameraPosition,562.1721,342.9732,-883.5858,CameraDirection,0.2856947,-0.9312921,0.225996,NT,user-07
636057326211883625,SpatialInputCamera,CameraPosition,562.0073,343.1159,-883.232,CameraDirection,0.2860502,-0.9309907,0.2267852,NT,user-07
636057326212053727,SpatialInputCamera,CameraPosition,561.7606,343.4235,-882.5212,CameraDirection,0.2868398,-0.9303632,0.2283582,NT,user-07
636057326212223847,SpatialInputCamera,CameraPosition,561.7045,343.5396,-882.0656,CameraDirection,0.2879342,-0.9298607,0.2290261,NT,user-07
636057326212383958,SpatialInputCamera,CameraPosition,561.7045,343.5396,-882.0656,CameraDirection,0.2879342,-0.9298607,0.2290261,NT,user-07
636057326212554040,SpatialInputCamera,CameraPosition,561.8405,344.0738,-881.3786,CameraDirection,0.2882973,-0.929427,0.230327,NT,user-07
636057326212714130,SpatialInputCamera,CameraPosition,561.8405,344.0738,-881.3786,CameraDirection,0.2882973,-0.929427,0.230327,NT,user-07
