timestamp,condition,camPos,camPos-X,camPos-Y,camPos-Z,camDir,camDir-X,camDir-Y,camDir-Z,task,user
636057517824953966,SpatialInputCamera,CameraPosition,640.4259,410.5461,-741.9587,CameraDirection,0.05828331,-0.9158582,0.3972491,NT,user-11
636057517825110244,SpatialInputCamera,CameraPosition,643.9567,411.1245,-740.7607,CameraDirection,0.05636048,-0.9180236,0.3924999,NT,user-11
636057517825266671,SpatialInputCamera,CameraPosition,645.5251,411.536,-740.3735,CameraDirection,0.05584436,-0.9189415,0.3904205,NT,user-11
636057517825422768,SpatialInputCamera,CameraPosition,645.5251,411.536,-740.3735,CameraDirection,0.05584436,-0.9189415,0.3904205,NT,user-11
636057517825579778,SpatialInputCamera,CameraPosition,647.4432,411.9884,-740.0179,CameraDirection,0.05741253,-0.9190647,0.3899027,NT,user-11
636057517825736224,SpatialInputCamera,CameraPosition,647.4432,411.9884,-740.0179,CameraDirection,0.05741253,-0.9190647,0.3899027,NT,user-11
636057517825892655,SpatialInputCamera,CameraPosition,648.8992,412.4538,-739.4382,CameraDirection,0.0621352,-0.9178663,0.391996,NT,user-11
636057517826049105,SpatialInputCamera,CameraPosition,649.3682,412.6043,-739.2603,CameraDirection,0.06621091,-0.9172728,0.392718,NT,user-11
636057517826205536,SpatialInputCamera,CameraPosition,649.3682,412.6043,-739.2603,CameraDirection,0.06621091,-0.9172728,0.392718,NT,user-11
636057517826361830,SpatialInputCamera,CameraPosition,649.8987,412.757,-738.8067,CameraDirection,0.07602208,-0.9157844,0.3944108,NT,user-11
636057517826674432,SpatialInputCamera,CameraPosition,650.165,412.7071,-738.4247,CameraDirection,0.08260999,-0.9147363,0.3955169,NT,user-11
636057517826830989,SpatialInputCamera,CameraPosition,650.6016,412.5518,-737.7909,CameraDirection,0.09471323,-0.9130181,0.3967715,NT,user-11
636057517826987789,SpatialInputCamera,CameraPosition,650.6016,412.5518,-737.7909,CameraDirection,0.09471323,-0.9130181,0.3967715,NT,user-11
636057517827144269,SpatialInputCamera,CameraPosition,651.5974,412.6537,-737.2066,CameraDirection,0.1104077,-0.9112648,0.3967457,NT,user-11
636057517827300691,SpatialInputCamera,CameraPosition,652.2059,412.7039,-736.9141,CameraDirection,0.118599,-0.9101656,0.3969046,NT,user-11
636057517827457121,SpatialInputCamera,CameraPosition,652.2059,412.7039,-736.9141,CameraDirection,0.118599,-0.9101656,0.3969046,NT,user-11
636057517827613625,SpatialInputCamera,CameraPosition,653.4556,413.2724,-736.7599,CameraDirection,0.1316301,-0.9085236,0.3965587,NT,user-11
636057517827770072,SpatialInputCamera,CameraPosition,654.144,413.7001,-736.7333,CameraDirection,0.1364765,-0.9077464,0.3966996,NT,user-11
636057517827926560,SpatialInputCamera,CameraPosition,654.144,413.7001,-736.7333,CameraDirection,0.1364765,-0.9077464,0.3966996,NT,user-11
636057517828083015,SpatialInputCamera,CameraPosition,655.1676,414.1572,-737.1624,CameraDirection,0.1429767,-0.9063981,0.3974926,NT,user-11
636057517828239523,SpatialInputCamera,CameraPosition,655.1676,414.1572,-737.1624,CameraDirection,0.1429767,-0.9063981,0.3974926,NT,user-11
636057517828395838,SpatialInputCamera,CameraPosition,656.5551,414.9734,-737.0259,CameraDirection,0.1499816,-0.9054673,0.3970322,NT,user-11
636057517828552268,SpatialInputCamera,CameraPosition,657.2257,415.3737,-736.9131,CameraDirection,0.1525789,-0.9057584,0.3953748,NT,user-11
636057517828708547,SpatialInputCamera,CameraPosition,657.2257,415.3737,-736.9131,CameraDirection,0.1525789,-0.9057584,0.3953748,NT,user-11
636057517829021177,SpatialInputCamera,CameraPosition,658.427,415.9782,-736.7303,CameraDirection,0.1569648,-0.9064823,0.3919853,NT,user-11
636057517829177648,SpatialInputCamera,CameraPosition,658.923,416.2726,-736.5083,CameraDirection,0.1590961,-0.9067795,0.3904353,NT,user-11
636057517829333976,SpatialInputCamera,CameraPosition,659.4994,416.7591,-736.5247,CameraDirection,0.1615658,-0.9069005,0.3891375,NT,user-11
