timestamp,condition,camPos,camPos-X,camPos-Y,camPos-Z,camDir,camDir-X,camDir-Y,camDir-Z,task,user
636057275049050994,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-06
636057275049207465,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-06
636057275049520042,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-06
636057275049520042,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-06
636057275049676911,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-06
636057275049833288,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-06
636057275049989582,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-06
636057275050145975,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-06
636057275050302109,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-06
636057275050614451,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-06
636057275050770795,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-06
636057275050927677,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-06
636057275051084033,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-06
636057275051240381,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-06
636057275051396712,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-06
636057275051553076,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-06
636057275051709424,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-06
636057275051865751,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-06
