timestamp,condition,camPos,camPos-X,camPos-Y,camPos-Z,camDir,camDir-X,camDir-Y,camDir-Z,task,user
636056629152178691,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-04
636056629152334943,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-04
636056629152491147,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-04
636056629152647313,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-04
636056629152803504,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-04
636056629152959712,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-04
636056629153116059,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-04
636056629153272098,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-04
636056629153428334,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-04
636056629153584681,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-04
636056629153740753,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-04
636056629153896957,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-04
636056629154053185,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-04
636056629154209384,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-04
