timestamp,condition,camPos,camPos-X,camPos-Y,camPos-Z,camDir,camDir-X,camDir-Y,camDir-Z,task,user
636057490511096090,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-10
636057490511251964,OrbitCamera,CameraPosition,549.9999,678.3542,-1504.849,CameraDirection,9.765625E-08,-0.3826834,0.9238795,NT,user-10
636057490511564760,OrbitCamera,CameraPosition,549.087,678.3361,-1506.631,CameraDirection,9.765998E-08,-0.3826835,0.9238795,NT,user-10
636057490511564760,OrbitCamera,CameraPosition,547.26,679.0263,-1511.038,CameraDirection,9.751924E-08,-0.3826834,0.9238795,NT,user-10
636057490511721621,OrbitCamera,CameraPosition,546.3455,680.0521,-1516.715,CameraDirection,9.731087E-08,-0.3826834,0.9238794,NT,user-10
636057490511878013,OrbitCamera,CameraPosition,544.5159,680.3915,-1519.822,CameraDirection,9.724211E-08,-0.3826834,0.9238794,NT,user-10
636057490512034150,OrbitCamera,CameraPosition,543.1432,680.7184,-1522.441,CameraDirection,9.717601E-08,-0.3826835,0.9238795,NT,user-10
636057490512346741,OrbitCamera,CameraPosition,541.3117,681.368,-1526.757,CameraDirection,9.704483E-08,-0.3826834,0.9238794,NT,user-10
636057490512503071,OrbitCamera,CameraPosition,539.02,682.3665,-1531.917,CameraDirection,9.684397E-08,-0.3826834,0.9238794,NT,user-10
636057490512659537,OrbitCamera,CameraPosition,536.7267,683.0243,-1536.716,CameraDirection,9.671209E-08,-0.3826834,0.9238794,NT,user-10
636057490512816303,OrbitCamera,CameraPosition,533.9728,683.6923,-1542,CameraDirection,9.657852E-08,-0.3826835,0.9238795,NT,user-10
636057490512972675,OrbitCamera,CameraPosition,531.6764,684.3453,-1547.71,CameraDirection,9.644831E-08,-0.3826835,0.9238795,NT,user-10
636057490513037447,OrbitCamera,CameraPosition,528.4581,685.3253,-1558.352,CameraDirection,9.625355E-08,-0.3826834,0.9238795,NT,user-10
636057490513350264,OrbitCamera,CameraPosition,525.2377,685.9865,-1565.008,CameraDirection,9.612263E-08,-0.3826835,0.9238795,NT,user-10
636057490513506681,OrbitCamera,CameraPosition,523.3962,686.6337,-1570.254,CameraDirection,9.599476E-08,-0.3826835,0.9238795,NT,user-10
636057490513663183,OrbitCamera,CameraPosition,522.0151,686.6309,-1572.549,CameraDirection,9.599531E-08,-0.3826834,0.9238794,NT,user-10
636057490513819966,OrbitCamera,CameraPosition,521.5549,686.3105,-1573.617,CameraDirection,9.605854E-08,-0.3826834,0.9238794,NT,user-10
636057490513976341,OrbitCamera,CameraPosition,521.0945,686.6308,-1575.311,CameraDirection,9.599534E-08,-0.3826835,0.9238795,NT,user-10
636057490514132680,OrbitCamera,CameraPosition,520.1741,686.3062,-1575.908,CameraDirection,9.60594E-08,-0.3826834,0.9238794,NT,user-10
636057490514350816,OrbitCamera,CameraPosition,519.7136,686.9495,-1577.921,CameraDirection,9.593251E-08,-0.3826834,0.9238794,NT,user-10
636057490514507483,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490514663514,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490514820444,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490514976857,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490515133236,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490515289595,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490515445979,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490515602396,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490515758776,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490515915147,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490516071523,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490516227902,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490516384286,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490516540349,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490516853162,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490517009583,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490517165613,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490517322568,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490517478952,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490517635299,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490517791707,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490517948112,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490518104463,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490518260920,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490518417234,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490518573631,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490518730014,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490518886390,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490519042544,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490519355241,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490519511674,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490519667713,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490519824672,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490519981060,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490520137456,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490520293824,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490520450203,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490520606599,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490520762975,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490520919334,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490521075685,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490521232098,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490521388469,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490521544545,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490521857325,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490522013786,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490522169862,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490522326788,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490522483168,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490522639539,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490522795911,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490522952303,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490523108666,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490523265075,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490523421458,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490523577838,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490523734172,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490523890573,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490524046406,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490524359473,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490524515582,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490524672504,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490524828871,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490524985226,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490525141635,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490525298015,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490525454407,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490525610799,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490525767170,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
636057490525923550,OrbitCamera,CameraPosition,519.7136,686.6248,-1577.598,CameraDirection,9.59965E-08,-0.3826834,0.9238794,NT,user-10
